lat,lng,distance
50.76206630766129,7.100241154811132,1.5790823619267638
50.762621238192864,7.104984999450023,1.6634613395128044
50.76369963348712,7.092726777903089,1.308360407548633
50.764254866860064,7.097470463031311,1.289117535976781
50.76480991914845,7.10221435757923,1.357486660774588
50.76536479032931,7.106958461495673,1.491355833853708
50.76588790300944,7.089955906576259,1.0842633039558358
50.76644325813794,7.094699641545697,1.0120605775498737
50.76699843218442,7.099443585979895,1.0525739076606337
50.76755342512594,7.104187739827731,1.1811330537786766
50.76807600460426,7.0871849055702025,0.9148196795766411
50.7686314814896,7.091928690358111,0.762305717026436
50.76918677729546,7.096672684655904,0.7519509234102378
50.76970815856884,7.079670149911273,1.1295144779643704
50.76974189199888,7.10141688841242,0.8724179539339959
50.77026393826621,7.084413774888787,0.8358170311410219
50.77029682557696,7.106161301576459,1.0770104875369306
50.770819536909634,7.089157609472443,0.5801992831462277
50.77085157800666,7.110905924096849,1.1617009798469422
50.771374954476165,7.093901653611092,0.4640566935161336
50.77193019094281,7.098645907253578,0.5680332666568276
50.77248524628661,7.103390370348697,0.7950954123682004
50.773007424392745,7.086386398892559,0.5472555395829355
50.7730401204846,7.108135042845215,0.8670091129317911
50.77356296372121,7.09113049284934,0.2529682699649976
50.77359481351383,7.112879924691985,0.9779729480675111
50.77411832195234,7.095874796355047,0.2866733374011098
50.77414932535136,7.117625015837763,1.1772668023501967
50.77467349906316,7.100619309358479,0.5237897047067968
50.77470365597426,7.122370316231258,1.4304832233886549
50.77519514393354,7.083615058622281,0.6421412441343327
50.7752284950307,7.105364031808475,0.5872716636317232
50.7757508050252,7.088359202374459,0.3617257130322285
50.77578330983205,7.110108963653812,0.6658812408897689
50.77630628502208,7.093103555720664,0.09339522076523177
50.77633794344422,7.114854104843261,0.87902090373852
50.77686158390121,7.097848118609744,0.3045705016734192
50.77689239584424,7.119599455325582,1.1544444079913736
50.777416701639616,7.102592890990466,0.35620982196041856
50.77744666700921,7.1243450150495145,1.457259196542739
50.77793847838281,7.085587782190347,0.49447521501800157
50.777971638214325,7.107337872811643,0.35380412344784234
50.77849408014671,7.090332185354314,0.33140483734753784
